aa;	214427;18
spontaneously;	82432;2
sporting;	2289;6
spot;	2300502;2
spot;	13879359;2
spouses;	203434;2
sprays;	82432;2
springs;	13286072;4
spurling;	3558046;2
squad;	214427;2
squalene;	82432;2
squares;	1905157;2
squeezed;	7801357;2
squirrels;	82432;4
sri;	1905157;2
ss;	10996774;2
stabilizing;	214427;2
stadion;	2289;12
staff;	7801357;2
stage;	82432;10
stage;	13286072;8
stage;	2289;6
stage;	1905157;2
stage;	7611264;2
stained;	82432;4
stake;	9536040;2
stand;	13286072;16
stand;	2289;2
standards;	7801357;2
standards;	203434;2
standing;	13286072;4
standing;	7801357;2
staples;	13286072;2
star;	9536040;4
star;	13286072;2
star;	2300502;2
star;	2289;2
star;	82432;2
start;	2300502;4
start;	2289;4
start;	7801357;2
start;	7611264;2
starting;	214427;2
starting;	2289;2
statements;	13286072;2
states;	82432;28
states;	710065;8
states;	203434;8
states;	11025703;4
states;	9536040;2
states;	13286072;2
static;	7801357;2
station;	13286072;4
statistic;	279219;2
status;	203434;20
status;	13286072;2
stayed;	1905157;4
stays;	850236;2
steady;	850236;2
steady;	82432;2
steam;	7611264;2
stedman;	1905157;2
steelwork;	7801357;2
stefano;	1905157;2
step;	7611264;4
step;	10996774;2
step;	1905157;2
sterling;	203434;2
stewart;	2300502;6
still;	3558046;10
still;	850236;6
still;	7611264;6
still;	13286072;4
still;	710065;4
still;	1905157;4
still;	7801357;2
still;	82432;2
stimulus;	82432;2
stint;	13286072;2
stones;	2300502;10
stop;	82432;2
stopgap;	710065;2
stopping;	850236;2
storey;	7801357;4
stormed;	13286072;2
stowage;	710065;2
strafing;	214427;2
straight;	13286072;2
straightforwardly;	710065;2
strains;	82432;2
strange;	2300502;2
strange;	850236;2
strange;	82432;2
strategic;	2300502;2
strategic;	11025703;2
straus;	1905157;2
stream;	1905157;2
streets;	1905157;2
stress;	10996774;2
stresses;	850236;2
strictly;	7003;2
strictly;	203434;2
strides;	7611264;2
strike;	850236;2
striker;	710065;2
stringer;	82432;2
strongly;	203434;2
structures;	7801357;6
structures;	10996774;2
struggles;	1905157;2
stryker;	710065;6
stryker;	11025703;2
students;	7003;8
students;	1905157;2
students;	7611264;2
studied;	7611264;2
studied;	82432;2
studio;	13286072;8
studio;	3558046;2
stugs;	11025703;2
sturmtiger;	11025703;2
styles;	13286072;4
stylistic;	1905157;2
su;	710065;10
su;	11025703;10
su;	1905157;2
sub;	7611264;2
subfamily;	82432;2
subfield;	7611264;2
subject;	1905157;8
subject;	13286072;6
subject;	3558046;6
subject;	7003;2
subsequently;	850236;2
subsequently;	82432;2
substantial;	3558046;2
substantial;	82432;2
suburbs;	13286072;2
succeed;	7003;2
successcitation;	13286072;2
successful;	82432;10
successful;	710065;4
successful;	203434;4
successful;	13286072;2
successful;	1905157;2
successful;	2289;2
successful;	7611264;2
successful;	11025703;2
successively;	3558046;2
sucking;	82432;2
sueter;	13879359;2
suffered;	82432;4
suffered;	1905157;2
sufficient;	10996774;2
suggest;	10996774;2
suggest;	1905157;2
suggest;	82432;2
suite;	7801357;2
sulfate;	10996774;2
summarised;	1905157;2
summary;	279219;2
summary;	82432;2
summoned;	1905157;2
sun;	7801357;2
sun;	9536040;2
sunday;	2300502;2
sunlight;	850236;4
supercars;	13286072;6
superstructure;	710065;8
superstructure;	7801357;4
suppl;	82432;4
supplanted;	214427;2
supplemented;	710065;2
supplied;	710065;4
supported;	203434;4
supported;	13286072;2
supported;	850236;2
supposedly;	1905157;2
supposedly;	3558046;2
surgeons;	82432;2
surgical;	82432;8
surman;	2300502;2
surpassed;	7801357;4
surpassed;	13286072;2
surround;	2300502;2
surrounding;	13286072;2
surrounding;	1905157;2
surrounding;	82432;2
survival;	82432;4
survive;	1905157;2
survived;	1905157;6
survived;	82432;6
survived;	2300502;2
susinnos;	1905157;2
sustained;	10996774;2
sutherland;	1905157;2
suzanne;	203434;2
swagger;	1905157;2
sweat;	10996774;2
sweden;	214427;2
swim;	82432;2
swingfire;	710065;2
swollen;	1905157;2
swollen;	82432;2
sydney;	13286072;24
sydney;	2300502;2
symbionts;	82432;4
symbol;	82432;2
symbolic;	1905157;2
symposium;	82432;2
symptomatic;	82432;6
symptoms;	82432;20
symptoms;	10996774;2
synapses;	10996774;2
synthesis;	10996774;4
syrian;	11025703;2
systematic;	82432;4
systems;	7611264;72
systems;	710065;6
systems;	7801357;4
systems;	214427;2
t;	82432;40
t;	7003;12
t;	710065;4
t;	203434;2
t;	1905157;2
table;	7801357;6
table;	2289;4
tabloids;	9536040;6
tactically;	13879359;2
taking;	1905157;8
taking;	7003;4
taking;	13286072;2
taking;	710065;2
taking;	2289;2
taking;	82432;2
talbot;	13879359;2
talbot;	2289;2
talent;	2300502;2
talent;	1905157;2
talk;	1905157;2
tang;	203434;2
tank;	710065;204
tank;	11025703;40
tank;	214427;14
tank;	13879359;8
tank;	372693;2
tankdestroyernet;	710065;2
tape;	13286072;2
targets;	82432;6
targets;	710065;2
taschen;	1905157;2
tasks;	13879359;2
tasks;	710065;2
tasks;	7611264;2
td;	710065;4
tea;	82432;4
teams;	2289;4
teams;	82432;2
technically;	1905157;2
technically;	82432;2
technique;	1905157;4
technique;	7611264;2
technology;	7611264;8
technology;	710065;2
teller;	1905157;8
tells;	1905157;4
temperature;	850236;28
temperature;	7611264;2
temperature;	82432;2
temporarily;	2289;2
tended;	214427;4
tendency;	1905157;2
tendon;	82432;2
tends;	7003;2
term;	203434;10
term;	10996774;4
term;	13286072;2
term;	214427;2
term;	13879359;2
term;	710065;2
term;	11025703;2
terni;	1905157;2
territories;	203434;2
terry;	2300502;2
tertiary;	82432;2
test;	82432;6
test;	7003;2
test;	10996774;2
test;	850236;2
testing;	82432;12
testing;	11025703;2
thai;	214427;2
their;	203434;36
their;	13286072;24
their;	13879359;22
their;	214427;16
their;	1905157;16
their;	82432;16
their;	2289;14
their;	710065;12
their;	11025703;8
their;	2300502;6
their;	10996774;6
their;	850236;4
their;	3558046;4
their;	7003;2
them;	203434;18
them;	1905157;8
them;	13286072;4
them;	82432;4
them;	13879359;2
themes;	1905157;4
themselves;	10996774;2
thencitation;	7003;2
theorem;	7003;4
theorized;	850236;2
there;	850236;14
there;	1905157;14
there;	710065;10
there;	7611264;6
there;	7003;4
there;	13286072;4
there;	10996774;2
there;	13879359;2
there;	203434;2
there;	3558046;2
there;	82432;2
there;	11025703;2
thereafter;	13879359;2
thereafter;	1905157;2
therefore;	7801357;4
therefore;	7003;2
therefore;	203434;2
therefore;	7611264;2
therefore;	82432;2
therefore;	11025703;2
thermally;	850236;2
thesis;	82432;2
they;	13879359;30
they;	710065;26
they;	203434;22
they;	82432;18
they;	2289;14
they;	850236;12
they;	1905157;10
they;	2300502;8
they;	10996774;8
they;	214427;8
they;	7003;4
they;	13286072;4
they;	7801357;2
they;	3558046;2
they;	7611264;2
they;	11025703;2
thicker;	710065;2
thieves;	1905157;2
thing;	7003;2
thinkers;	203434;6
thinly;	710065;2
thinned;	82432;2
thinner;	710065;2
thirds;	82432;2
thirty;	1905157;4
thirty;	13286072;2
thirty;	82432;2
this;	1905157;60
this;	850236;38
this;	82432;28
this;	7003;26
this;	13286072;20
this;	7801357;12
this;	7611264;12
this;	10996774;12
this;	214427;12
this;	203434;12
this;	2289;10
this;	710065;10
this;	11025703;8
this;	2300502;6
this;	13879359;2
this;	3558046;2
thomas;	203434;6
thomas;	850236;4
thomas;	10996774;2
thompson;	2300502;2
thompson;	7611264;2
thorough;	7611264;2
thoroughfare;	7801357;2
thorup;	2300502;6
thoughtful;	13286072;2
thousand;	7611264;2
threat;	214427;2
threat;	1905157;2
three;	1905157;10
three;	203434;8
three;	7801357;6
three;	13286072;6
three;	2289;6
three;	82432;6
three;	10996774;4
three;	7003;4
three;	850236;2
three;	214427;2
three;	710065;2
threw;	1905157;2
thus;	11025703;4
thus;	203434;2
thus;	1905157;2
thus;	82432;2
thyssen;	3558046;2
tie;	2289;2
tier;	2289;2
tigano;	82432;2
tight;	13879359;2
tim;	2289;2
timeless;	3558046;2
times;	13286072;10
times;	203434;6
times;	2300502;4
times;	1905157;4
times;	7611264;4
times;	2289;2
times;	82432;2
tina;	13286072;2
tissues;	82432;4
tissues;	10996774;2
title;	13286072;8
title;	203434;8
title;	82432;8
title;	850236;4
title;	710065;4
title;	1905157;4
title;	7611264;4
title;	13879359;2
titled;	13286072;4
tjf;	203434;2
tks;	710065;4
toby;	13286072;6
together;	2300502;10
together;	10996774;2
together;	13286072;2
together;	214427;2
together;	1905157;2
tolerate;	203434;2
tom;	2300502;2
tomassonis;	1905157;2
tonne;	710065;2
too;	850236;8
too;	10996774;6
too;	13286072;4
topped;	710065;4
torque;	850236;2
torque;	7611264;2
total;	7801357;2
total;	710065;2
touched;	850236;2
tour;	13286072;26
tour;	1905157;6
tour;	2300502;2
touring;	13286072;6
touring;	2300502;4
tow;	710065;12
towards;	203434;2
towers;	7801357;2
towing;	214427;2
town;	82432;28
town;	2289;12
town;	13286072;4
town;	710065;2
town;	1905157;2
tpt;	7611264;2
tr;	82432;2
tracked;	13879359;10
tracked;	710065;6
tracked;	214427;4
tracks;	13286072;10
tracks;	2300502;4
tracks;	13879359;2
tracks;	710065;2
tract;	82432;2
traded;	710065;2
tradition;	203434;2
tradition;	1905157;2
traditionally;	203434;2
traditionally;	11025703;2
trailing;	850236;2
train;	214427;2
train;	710065;2
training;	82432;4
training;	1905157;2
trampling;	1905157;2
trans;	850236;4
transatlantic;	2300502;2
transcript;	1905157;2
transferred;	7801357;2
transfers;	2289;4
transform;	7611264;8
transform;	7003;4
transformations;	7003;4
transforming;	7611264;2
transfusion;	82432;14
translated;	203434;6
translated;	1905157;2
transmission;	82432;36
transmitting;	82432;2
transpiration;	850236;2
transplantation;	82432;22
transplante;	82432;2
transplanted;	82432;2
transplanthtml;	82432;2
transplants;	82432;10
transportation;	7801357;2
trapped;	13286072;2
traps;	82432;2
travel;	1905157;2
travel;	82432;2
travel;	7611264;2
traverse;	710065;8
treasures;	1905157;2
treat;	203434;2
treat;	82432;2
treating;	203434;2
treating;	82432;2
treatment;	82432;26
treatment;	203434;4
trends;	13286072;2
trial;	1905157;2
triatomine;	82432;6
tribe;	203434;2
triomphe;	13879359;2
triple;	13286072;2
triumphal;	1905157;2
trivialcitation;	7611264;2
troop;	13879359;2
troop;	710065;2
tropenhyg;	82432;2
tropical;	82432;16
trucks;	214427;10
true;	1905157;4
true;	7003;2
true;	13879359;2
true;	710065;2
truly;	7801357;2
truncated;	7003;4
trunking;	7801357;2
trust;	82432;4
trypanothione;	82432;4
trypomastigotes;	82432;6
tube;	7801357;2
tube;	850236;2
tumors;	10996774;2
tumour;	13286072;2
tune;	13286072;2
tuned;	850236;2
tunguska;	214427;2
tunnel;	7801357;4
turkish;	2300502;4
turkish;	13879359;2
turned;	710065;4
turned;	1905157;4
turned;	214427;2
turner;	13286072;2
turner;	82432;2
turns;	850236;6
turns;	203434;2
turret;	710065;20
turret;	11025703;6
turret;	214427;2
tusie;	10996774;2
tutto;	1905157;2
tv;	13286072;4
tv;	2300502;2
tweede;	2289;16
twentieth;	13286072;4
twentieth;	13879359;2
twentieth;	82432;2
twice;	13286072;2
twin;	214427;2
two;	82432;28
two;	1905157;18
two;	7003;10
two;	13286072;10
two;	203434;10
two;	850236;8
two;	2289;8
two;	7611264;6
two;	2300502;4
two;	214427;4
two;	7801357;2
two;	13879359;2
two;	3558046;2
two;	10996774;2
two;	710065;2
two;	11025703;2
tyler;	82432;2
type;	214427;8
type;	710065;8
type;	7003;6
type;	13879359;6
type;	9536040;2
type;	203434;2
typhoons;	7801357;2
typical;	850236;2
typifications;	82432;2
uk;	13286072;2
uk;	2300502;2
uk;	13879359;2
uk;	710065;2
uk;	1905157;2
ultimately;	1905157;4
ultimately;	710065;2
unanimously;	1905157;2
unanimously;	3558046;2
uncanny;	3558046;2
unclear;	82432;4
unclothed;	1905157;2
undefined;	7003;16
under;	10996774;12
under;	1905157;12
under;	203434;10
under;	7003;4
under;	9536040;4
under;	7611264;4
under;	82432;4
under;	11025703;4
under;	13286072;2
under;	2289;2
underfoot;	1905157;2
undergo;	82432;6
understand;	1905157;2
understand;	7611264;2
understanding;	7611264;2
underwent;	13286072;2
undesirable;	2289;2
undiscussed;	1905157;2
undressing;	1905157;2
unearthed;	1905157;4
unicycle;	7611264;2
unidentified;	1905157;2
uniquely;	82432;2
unit;	7003;8
unit;	710065;4
unit;	7801357;2
unit;	13879359;2
unit;	11025703;2
univariate;	7003;10
universities;	7611264;2
university;	82432;22
university;	1905157;8
university;	850236;4
university;	7801357;2
university;	13879359;2
university;	203434;2
university;	7611264;2
unknown;	1905157;4
unknown;	3558046;4
unknown;	2300502;2
unless;	203434;2
unlike;	10996774;2
unlike;	1905157;2
unlimber;	214427;2
unloaded;	214427;2
unnamed;	1905157;2
unreleased;	13286072;2
unscrupulous;	1905157;2
unstable;	1905157;2
unstressed;	10996774;2
until;	13286072;12
until;	2289;12
until;	2300502;8
until;	7801357;6
until;	82432;6
until;	3558046;4
until;	13879359;2
until;	203434;2
until;	710065;2
until;	1905157;2
untreated;	82432;2
unturreted;	710065;2
upgraded;	710065;2
upon;	1905157;4
upon;	13286072;2
upon;	850236;2
upon;	3558046;2
upon;	7611264;2
upper;	7003;2
urban;	82432;8
urban;	13286072;2
urban;	13879359;2
urging;	82432;2
uri;	203434;2
ursula;	1905157;8
us;	710065;24
us;	82432;16
us;	11025703;10
us;	13286072;6
us;	214427;4
us;	1905157;4
us;	9536040;2
us;	7801357;2
us;	13879359;2
usable;	7801357;2
usable;	710065;2
useful;	7611264;2
useful;	11025703;2
uses;	7611264;4
uses;	7801357;2
uses;	10996774;2
uses;	710065;2
uses;	82432;2
ushered;	13286072;2
using;	7611264;22
using;	7003;12
using;	82432;12
using;	7801357;4
using;	10996774;2
using;	13879359;2
using;	1905157;2
usmle;	10996774;2
ustanovka;	214427;2
usual;	82432;2
uta;	82432;2
ute;	13286072;2
utilize;	7611264;2
v;	82432;10
v;	7003;2
v;	10996774;2
v;	11025703;2
vacations;	82432;2
vaccines;	82432;6
vacillating;	850236;2
vacuums;	850236;2
vads;	214427;2
valentine;	710065;2
valparaiso;	82432;2
values;	7003;12
valve;	82432;4
vandalized;	1905157;2
vane;	850236;36
variable;	7003;14
variable;	203434;2
variable;	7611264;2
variants;	710065;2
variants;	11025703;2
variate;	7003;2
variations;	10996774;2
variety;	13286072;2
variety;	13879359;2
variety;	7611264;2
varriano;	1905157;2
vary;	82432;2
vast;	1905157;4
vatican;	1905157;2
vectors;	82432;4
veg;	2289;4
vegetation;	82432;2
vehicle;	710065;28
vehicle;	13879359;16
vehicle;	11025703;8
vehicle;	214427;6
vein;	10996774;10
vein;	710065;2
vena;	10996774;4
venceslao;	1905157;2
venetian;	1905157;2
venice;	1905157;2
venice;	3558046;2
verbeek;	2289;4
vermeer;	1905157;4
version;	1905157;10
version;	13286072;8
version;	214427;4
version;	11025703;4
version;	7003;2
version;	2300502;2
version;	710065;2
versus;	2289;2
vertical;	7801357;4
vertical;	850236;2
vertical;	82432;2
very;	710065;14
very;	850236;8
very;	1905157;8
very;	82432;4
very;	7611264;4
very;	11025703;4
very;	7801357;2
very;	214427;2
very;	203434;2
very;	3558046;2
very;	2289;2
vessel;	7611264;4
via;	10996774;2
via;	7611264;2
via;	82432;2
victim;	1905157;2
victory;	2289;4
vietnam;	214427;2
vietnam;	11025703;2
viewed;	1905157;2
viewed;	3558046;2
viewed;	7611264;2
viiis;	1905157;2
villarreal;	2289;2
vincenzo;	1905157;6
vincis;	1905157;2
virginhtml;	1905157;2
virgins;	1905157;2
virtually;	13286072;2
virtually;	3558046;2
virtuosic;	1905157;2
visible;	850236;2
visible;	1905157;2
visited;	1905157;2
visser;	2289;4
visual;	850236;2
visual;	710065;2
visualization;	82432;2
vite;	1905157;8
vito;	13286072;2
vitro;	10996774;2
vitro;	82432;2
vivo;	10996774;2
vocals;	13286072;10
vocals;	2300502;2
voice;	2300502;4
voice;	13286072;2
volatile;	13286072;2
volta;	13286072;2
voltage;	10996774;2
voltage;	7801357;2
voltage;	7611264;2
volume;	7003;4
volume;	203434;4
volume;	13879359;2
volume;	710065;2
volume;	1905157;2
volume;	82432;2
voluntary;	203434;2
vonk;	2289;2
voorhis;	82432;2
voted;	1905157;2
vp;	82432;2
vulnerability;	710065;2
vulnerable;	13879359;4
vulnerable;	710065;4
vulnerable;	1905157;2
vulnerable;	82432;2
waga;	1905157;2
waits;	13879359;2
wake;	13286072;2
wales;	13286072;4
walker;	13286072;46
wall;	7801357;4
wan;	7801357;2
war;	710065;40
war;	214427;36
war;	13879359;28
war;	11025703;12
war;	13286072;6
war;	2300502;4
war;	203434;4
war;	1905157;4
war;	2289;2
warfare;	710065;2
warmer;	850236;6
warms;	850236;2
warszawa;	710065;2
washkansky;	82432;4
waterfront;	7801357;4
waters;	2300502;2
watson;	7801357;4
watt;	7611264;2
waves;	850236;2
ways;	82432;2
wc;	82432;2
we;	7003;4
we;	10996774;2
we;	1905157;2
weakened;	3558046;2
weakened;	82432;2
wealthy;	1905157;4
weapon;	214427;8
weapon;	11025703;4
weather;	710065;2
web;	82432;14
web;	2300502;4
web;	7801357;2
web;	13286072;2
web;	1905157;2
web;	3558046;2
webmuseum;	1905157;2
week;	13286072;2
week;	203434;2
wehrmachts;	11025703;2
weider;	9536040;8
weighing;	850236;2
weight;	710065;10
weight;	11025703;4
weight;	10996774;2
weight;	82432;2
welcome;	7801357;2
well;	1905157;16
well;	710065;8
well;	13286072;6
well;	7003;4
well;	10996774;4
well;	2300502;4
well;	203434;4
well;	3558046;4
well;	82432;4
well;	13879359;2
well;	7611264;2
well;	11025703;2
wellcome;	82432;2
went;	13286072;6
went;	82432;6
went;	1905157;4
went;	2300502;2
went;	2289;2
went;	11025703;2
wentworth;	13286072;2
western;	13879359;6
western;	7801357;2
western;	214427;2
western;	1905157;2
western;	82432;2
what;	1905157;4
what;	7003;2
what;	10996774;2
what;	203434;2
what;	710065;2
whatever;	3558046;2
wheeled;	710065;10
wheeled;	13879359;8
wheeled;	11025703;4
wheels;	13879359;4
when;	82432;14
when;	850236;10
when;	2289;10
when;	13286072;8
when;	7611264;8
when;	1905157;8
when;	7003;6
when;	3558046;6
when;	710065;6
when;	203434;6
when;	214427;4
when;	2300502;2
when;	13879359;2
when;	9536040;2
when;	11025703;2
whenever;	850236;2
whites;	203434;2
who;	1905157;34
who;	82432;24
who;	2300502;16
who;	203434;16
who;	13286072;14
who;	850236;4
who;	3558046;4
who;	9536040;2
who;	13879359;2
who;	7611264;2
whose;	13286072;8
whose;	1905157;4
whose;	203434;2
whose;	82432;2
whose;	11025703;2
why;	2300502;2
why;	82432;2
widely;	82432;4
widely;	710065;2
widely;	203434;2
widely;	1905157;2
widely;	7611264;2
widow;	1905157;2
width;	7003;4
wild;	13286072;6
wild;	82432;6
wilderness;	82432;2
wildl;	82432;2
wildlife;	82432;2
wildman;	1905157;4
wiley;	7003;2
wiley;	7611264;2
wilkin;	3558046;4
will;	7003;14
will;	82432;14
will;	850236;8
will;	1905157;8
will;	2289;6
will;	7801357;2
will;	203434;2
will;	7611264;2
willem;	2289;6
williams;	13286072;8
williams;	10996774;2
williams;	203434;2
willing;	82432;2
willmott;	13879359;2
wilson;	10996774;2
wilson;	82432;2
win;	13286072;2
win;	1905157;2
win;	2289;2
wind;	7801357;6
windload;	7801357;2
window;	2300502;2
window;	1905157;2
wings;	1905157;2
winners;	2289;16
winning;	2289;4
wished;	2289;2
with;	1905157;132
with;	82432;102
with;	13286072;80
with;	710065;68
with;	7003;48
with;	203434;40
with;	11025703;38
with;	2300502;36
with;	2289;34
with;	850236;30
with;	7611264;30
with;	7801357;28
with;	214427;26
with;	3558046;24
with;	13879359;20
with;	10996774;14
with;	9536040;4
withdrawn;	82432;2
withdrew;	2289;2
without;	1905157;20
without;	13286072;6
without;	850236;6
without;	7611264;6
without;	203434;4
without;	82432;4
wittkower;	1905157;2
wives;	203434;18
wolff;	2289;2
wolseley;	13879359;2
woman;	203434;24
woman;	82432;4
woman;	3558046;2
women;	203434;24
women;	10996774;2
women;	13286072;2
women;	82432;2
won;	13286072;4
won;	2289;2
won;	82432;2
wondered;	2300502;2
wooden;	1905157;2
woogie;	2300502;2
word;	203434;10
word;	1905157;2
word;	11025703;2
worked;	82432;4
worked;	13286072;2
worked;	1905157;2
worked;	3558046;2
works;	1905157;38
works;	850236;4
works;	3558046;4
works;	2289;2
world;	13879359;18
world;	710065;18
world;	214427;14
world;	82432;10
world;	11025703;6
world;	2300502;4
world;	1905157;4
world;	7801357;2
wrapping;	7003;2
writes;	1905157;4
writing;	13286072;2
wrongdoing;	82432;2
wronki;	2289;2
wu;	850236;4
wyd;	710065;2
x;	7003;36
x;	10996774;6
x;	710065;4
x;	82432;2
xenograft;	82432;2
xianfeng;	203434;2
xuanzong;	203434;2
xv;	3558046;6
xx;	82432;2
xxii;	82432;2
xxx;	13286072;2
years;	82432;18
years;	1905157;12
years;	203434;8
years;	13286072;6
years;	710065;6
years;	3558046;6
years;	850236;4
years;	2289;4
years;	7611264;4
years;	9536040;2
years;	2300502;2
years;	11025703;2
yeast;	82432;4
yeide;	710065;2
yellow;	82432;2
yet;	1905157;14
yet;	3558046;4
yet;	7611264;4
yet;	7801357;2
yet;	13286072;2
yet;	2300502;2
yielded;	82432;2
young;	1905157;14
young;	82432;12
young;	13286072;4
young;	203434;4
young;	3558046;4
youngest;	203434;2
youre;	13286072;6
youthful;	1905157;2
yugoslavia;	2289;2
z;	82432;4
z;	7611264;4
z;	10996774;2
zaanstreek;	2289;10
zankl;	7611264;2
zenit;	2289;4
zeppelins;	2300502;2
zeppelins;	13879359;2
zero;	7003;4
zona;	10996774;26
zonation;	10996774;4
zone;	10996774;4
zoot;	2300502;2
zsu;	214427;8
zveroboy;	710065;2
